RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,91,17,58,177.0,10,0,0,100.0,-7,7,8,3,0,10.0,-7,0,0,2.0,-8.0,5,-8,0,71.0
Good,77,298,10,121.0,23,0,0,100.0,-7,7,8,24,2,25.0,1,3,3,48.0,87.0,5,1,1,67.0
Bad,74,273,5,73.0,39,0,0,98.0,5,4,6,40,3,43.0,0,1,0,3.0,138.0,2,7,0,45.0
Bad,57,165,2,71.0,38,0,0,98.0,1,4,6,48,3,44.0,0,10,10,89.0,72.0,12,3,6,88.0
Bad,55,174,7,84.0,35,2,0,73.0,8,4,5,37,2,38.0,0,1,1,17.0,65.0,3,5,0,62.0
Good,76,282,3,64.0,39,0,0,100.0,-7,7,8,40,3,28.0,-7,0,0,14.0,86.0,6,1,2,44.0
Good,74,254,11,85.0,10,0,0,100.0,-7,7,8,10,1,50.0,4,1,1,93.0,38.0,2,3,2,100.0
Bad,57,121,12,63.0,7,4,4,70.0,57,0,2,11,0,60.0,0,0,0,38.0,78.0,1,3,0,100.0
Bad,66,183,4,64.0,19,4,3,82.0,18,6,2,22,2,50.0,0,0,0,85.0,85.0,4,7,1,92.0
Bad,69,176,8,73.0,31,0,0,97.0,-8,6,6,32,4,38.0,0,0,0,72.0,96.0,6,3,4,75.0
Bad,68,126,8,58.0,15,0,0,63.0,16,6,6,16,1,44.0,7,0,0,47.0,68.0,1,5,1,55.0
Good,88,237,16,119.0,10,0,0,100.0,-7,7,8,10,0,10.0,23,0,0,1.0,-8.0,4,1,0,56.0
Good,71,346,1,105.0,34,0,0,100.0,-7,7,8,62,6,16.0,2,1,1,51.0,59.0,11,3,5,58.0
Good,83,183,14,73.0,17,0,0,100.0,-7,7,8,17,0,35.0,14,0,0,20.0,-8.0,3,1,0,44.0
Good,89,280,10,90.0,19,0,0,100.0,-7,7,8,20,1,16.0,-8,0,0,1.0,-8.0,2,1,0,33.0
Bad,74,123,2,59.0,3,1,0,57.0,7,4,5,7,1,57.0,0,6,5,5.0,99.0,1,1,0,67.0
Good,88,215,12,102.0,11,0,0,100.0,-7,7,8,11,0,36.0,-7,1,1,4.0,-8.0,3,1,0,80.0
Good,82,34,5,26.0,4,0,0,100.0,-7,7,8,4,1,50.0,5,0,0,0.0,95.0,0,2,0,50.0
Bad,72,263,6,95.0,38,0,0,97.0,32,6,6,38,3,24.0,-7,0,0,53.0,35.0,8,2,2,61.0
Bad,69,59,10,43.0,10,2,2,75.0,32,6,3,12,1,50.0,0,0,0,18.0,81.0,1,2,0,75.0
Good,82,129,14,65.0,19,0,0,100.0,-7,7,8,20,0,30.0,1,2,2,12.0,80.0,2,2,0,67.0
Good,59,247,4,92.0,31,4,3,97.0,44,6,5,33,3,21.0,2,4,3,53.0,-8.0,5,1,3,47.0
Good,89,207,121,150.0,7,0,0,100.0,-7,7,8,7,0,14.0,-8,0,0,2.0,-8.0,2,-8,0,100.0
Good,62,416,19,145.0,30,0,0,82.0,4,4,6,34,0,21.0,19,0,0,62.0,55.0,11,2,5,78.0
Good,67,220,2,44.0,20,0,0,95.0,71,6,6,22,10,19.0,0,1,1,34.0,-8.0,4,1,1,50.0
Good,68,231,2,18.0,6,1,1,100.0,-7,7,8,20,4,0.0,-7,2,2,8.0,-8.0,2,-8,0,50.0
Bad,63,206,2,66.0,19,0,0,82.0,6,4,6,22,4,45.0,0,2,2,56.0,39.0,6,2,1,75.0
Good,71,-8,15,117.0,19,7,7,75.0,63,6,3,29,0,72.0,14,0,0,53.0,69.0,1,3,0,67.0
Good,68,299,10,75.0,36,0,0,100.0,-7,7,8,37,2,25.0,-7,0,0,73.0,32.0,7,3,4,91.0
Good,77,255,5,72.0,40,0,0,100.0,-7,7,8,45,7,22.0,-7,1,1,3.0,71.0,7,5,1,46.0
Good,67,136,2,73.0,15,1,1,89.0,33,6,6,30,2,56.0,-8,0,0,61.0,100.0,3,2,0,100.0
Good,76,182,7,86.0,22,0,0,100.0,-7,7,8,23,4,39.0,0,0,0,31.0,64.0,4,4,1,80.0
Bad,65,336,1,78.0,33,1,1,94.0,21,6,2,35,2,40.0,0,4,4,59.0,30.0,11,5,3,80.0
Good,86,201,9,83.0,16,0,0,100.0,-7,7,8,16,1,19.0,0,0,0,5.0,60.0,2,1,0,60.0
Good,78,176,13,100.0,36,2,2,100.0,-7,6,8,36,0,30.0,3,1,1,1.0,-8.0,1,2,0,33.0
Good,81,297,7,84.0,23,0,0,100.0,-7,7,8,23,2,9.0,0,1,1,23.0,8.0,4,1,0,28.0
Good,71,271,7,99.0,25,1,0,92.0,56,6,5,26,3,31.0,7,0,0,81.0,90.0,3,3,2,64.0
Bad,75,179,6,83.0,23,0,0,100.0,-7,7,8,23,1,30.0,-7,0,0,43.0,84.0,8,2,1,71.0
Bad,62,393,6,155.0,17,0,0,94.0,1,4,6,17,2,41.0,5,0,0,64.0,-8.0,8,-8,1,89.0
Good,66,311,9,84.0,32,1,1,100.0,-7,7,8,33,3,39.0,-7,0,0,48.0,64.0,9,5,1,74.0
Bad,54,244,15,92.0,36,2,2,69.0,5,4,2,42,0,21.0,0,0,0,78.0,80.0,12,2,5,61.0
Good,84,283,24,110.0,13,0,0,100.0,-7,7,8,13,0,15.0,0,1,1,28.0,-8.0,2,1,0,80.0
Bad,66,120,2,43.0,18,0,0,100.0,-7,7,8,21,3,55.0,-7,0,0,87.0,83.0,5,5,3,100.0
Good,89,159,11,62.0,9,0,0,100.0,-7,7,8,9,3,22.0,11,1,0,2.0,-8.0,1,1,0,33.0
Good,77,177,1,59.0,41,0,0,100.0,-7,7,8,43,6,9.0,0,3,3,3.0,-8.0,8,1,1,33.0
Bad,59,545,14,130.0,30,0,0,80.0,6,4,6,30,0,37.0,0,0,0,80.0,77.0,9,5,3,88.0
Bad,63,322,1,92.0,13,1,0,80.0,16,6,5,15,2,13.0,-7,1,1,72.0,-8.0,4,2,4,55.0
Good,56,368,10,44.0,25,0,0,92.0,4,4,6,40,1,16.0,9,0,0,41.0,74.0,10,3,2,65.0
Bad,82,108,7,60.0,17,0,0,100.0,-7,7,8,18,1,28.0,0,0,0,36.0,40.0,2,3,0,56.0
Bad,68,-8,8,45.0,28,0,0,93.0,24,6,6,32,3,13.0,4,1,1,26.0,83.0,8,2,2,63.0
Good,78,292,15,113.0,26,0,0,100.0,-7,7,8,26,0,35.0,1,1,1,24.0,83.0,3,4,1,62.0
Good,71,205,17,92.0,39,0,0,100.0,-7,7,8,41,0,25.0,7,0,0,47.0,-8.0,8,4,5,57.0
Bad,68,140,3,49.0,9,2,2,90.0,81,6,2,8,2,30.0,-7,4,4,104.0,77.0,2,1,1,60.0
Bad,60,21,9,13.0,3,1,1,100.0,-7,6,8,3,2,33.0,-7,0,0,94.0,-8.0,2,1,2,100.0
Good,59,21,1,8.0,4,1,1,100.0,-7,0,8,7,5,33.0,0,0,0,11.0,93.0,2,2,0,80.0
Bad,68,185,22,97.0,36,1,0,95.0,64,6,5,39,0,49.0,-7,0,0,65.0,67.0,8,3,3,86.0
Bad,71,194,3,115.0,14,2,1,94.0,4,3,5,16,1,31.0,-7,3,3,10.0,-8.0,1,-8,0,50.0
Good,70,207,0,74.0,22,0,0,100.0,-7,7,8,23,1,13.0,0,1,1,62.0,25.0,5,3,2,67.0
Bad,68,89,8,52.0,20,0,0,86.0,55,6,6,21,2,14.0,0,1,1,29.0,79.0,7,2,0,67.0
Bad,67,-8,7,68.0,34,0,0,100.0,-7,7,8,39,3,13.0,-7,5,5,90.0,40.0,13,4,9,89.0
Bad,79,13,9,49.0,23,0,0,100.0,-7,7,8,1,1,22.0,-7,0,0,12.0,86.0,1,2,0,33.0
Good,87,163,84,109.0,9,0,0,100.0,-7,7,8,9,0,33.0,-8,0,0,28.0,-8.0,3,1,0,67.0
Bad,68,216,4,91.0,23,1,1,88.0,52,6,2,26,6,54.0,-7,2,2,42.0,90.0,6,2,1,80.0
Bad,66,136,2,40.0,20,0,0,100.0,-7,7,8,22,6,9.0,0,0,0,33.0,-8.0,6,1,3,64.0
Bad,63,102,4,56.0,5,4,3,38.0,11,4,3,13,1,38.0,0,0,0,16.0,81.0,1,4,0,83.0
Bad,81,98,3,40.0,22,0,0,100.0,-7,7,8,23,6,17.0,1,4,3,0.0,81.0,0,1,0,11.0
Bad,59,181,13,71.0,15,3,3,93.0,12,6,6,18,0,27.0,0,2,2,41.0,31.0,3,2,-8,71.0
Good,76,187,5,70.0,64,0,0,100.0,-7,7,8,65,2,30.0,2,1,1,26.0,75.0,7,4,1,55.0
Bad,55,110,20,63.0,9,2,0,62.0,11,4,5,13,0,46.0,0,1,1,92.0,89.0,3,2,1,100.0
Good,75,176,35,107.0,24,0,0,96.0,29,6,6,24,0,25.0,0,2,2,15.0,-8.0,4,2,0,60.0
Good,81,139,0,51.0,14,0,0,100.0,-7,7,8,15,4,20.0,0,3,2,16.0,60.0,2,3,0,45.0
Bad,74,124,11,80.0,36,4,2,91.0,23,6,3,45,1,69.0,0,0,0,7.0,66.0,3,9,0,75.0
Good,91,180,24,112.0,6,0,0,100.0,-7,7,8,7,0,50.0,-8,0,0,2.0,-8.0,1,1,0,67.0
Bad,75,61,6,21.0,17,0,0,94.0,-7,5,7,17,7,29.0,0,1,1,13.0,-8.0,5,3,0,53.0
Good,88,188,13,82.0,20,0,0,100.0,-7,7,8,20,0,40.0,0,0,0,17.0,82.0,2,2,0,50.0
Bad,74,217,5,94.0,28,0,0,100.0,-7,6,8,30,1,57.0,0,2,2,72.0,-8.0,4,2,3,75.0
Bad,63,405,11,84.0,15,1,0,82.0,57,6,5,17,1,35.0,0,0,0,76.0,91.0,6,2,4,80.0
Good,87,443,4,151.0,22,0,0,100.0,-7,7,8,25,3,27.0,0,2,2,1.0,48.0,3,2,0,55.0
Good,60,12,2,7.0,1,1,1,100.0,-7,7,8,3,1,50.0,0,3,3,18.0,-8.0,1,-8,-8,100.0
Bad,74,143,4,58.0,20,0,0,100.0,-7,7,8,22,4,41.0,-7,4,4,26.0,40.0,5,3,2,57.0
Bad,70,333,1,49.0,13,2,2,100.0,-7,6,8,20,2,36.0,-7,3,3,8.0,96.0,1,3,0,50.0
Good,70,150,26,165.0,31,0,0,95.0,1,4,6,10,0,37.0,1,3,3,7.0,-8.0,4,2,0,46.0
Good,69,142,2,42.0,15,2,2,83.0,35,6,2,18,3,39.0,0,0,0,19.0,43.0,4,3,0,64.0
Good,90,-8,4,132.0,15,0,0,100.0,-7,7,8,0,1,33.0,4,1,1,3.0,97.0,2,2,0,44.0
Bad,56,24,1,10.0,4,1,1,100.0,-7,6,8,5,3,20.0,0,20,20,93.0,-8.0,2,1,1,75.0
Good,79,133,2,68.0,27,0,0,100.0,-7,7,8,30,3,36.0,0,4,4,1.0,93.0,4,2,0,60.0
Bad,63,178,1,46.0,17,2,0,90.0,5,3,5,21,3,57.0,-7,2,2,43.0,99.0,4,6,1,91.0
Bad,72,171,3,68.0,21,0,0,96.0,49,6,6,24,4,33.0,0,4,4,36.0,22.0,4,2,1,67.0
Good,81,-8,8,31.0,10,0,0,100.0,-7,7,8,11,2,18.0,0,1,1,0.0,-8.0,0,1,0,13.0
Good,68,86,2,32.0,26,0,0,100.0,-7,7,8,28,5,25.0,0,4,4,22.0,92.0,5,3,0,57.0
Bad,67,194,5,80.0,17,0,0,94.0,2,4,6,17,1,41.0,3,1,1,30.0,49.0,1,4,1,71.0
Good,84,219,18,61.0,10,0,0,100.0,-7,7,8,10,0,10.0,-8,0,0,13.0,-8.0,6,1,0,78.0
Good,75,134,3,63.0,28,1,0,97.0,80,6,5,34,2,21.0,2,5,5,16.0,-8.0,3,1,0,67.0
Bad,64,323,7,106.0,21,5,4,77.0,11,0,5,23,2,9.0,14,0,0,27.0,71.0,5,2,1,50.0
Bad,86,-8,4,93.0,38,0,0,100.0,-7,7,8,39,1,5.0,-7,0,0,9.0,51.0,7,2,0,36.0
Good,73,212,7,104.0,42,0,0,100.0,-7,7,8,45,3,32.0,1,2,2,52.0,83.0,4,2,4,55.0
Bad,66,109,7,52.0,3,2,2,80.0,-8,6,6,5,1,40.0,0,4,4,-8.0,-8.0,-8,1,-8,100.0
Bad,86,169,8,141.0,24,0,0,100.0,-7,7,8,6,1,8.0,1,2,1,9.0,-8.0,1,1,0,18.0
Bad,62,166,1,48.0,43,0,0,100.0,-7,7,8,44,6,41.0,0,10,10,55.0,84.0,6,4,5,59.0
Good,85,267,4,125.0,25,0,0,100.0,-7,7,8,18,6,48.0,4,1,1,15.0,90.0,3,5,0,80.0
Good,69,402,26,139.0,15,0,0,93.0,4,4,6,15,0,53.0,0,2,2,46.0,68.0,5,2,0,100.0
Bad,78,272,4,90.0,14,0,0,100.0,-7,7,8,25,2,29.0,-7,0,0,32.0,-8.0,6,1,2,78.0
Bad,65,371,12,123.0,19,0,0,95.0,63,6,6,20,0,26.0,1,3,3,91.0,60.0,8,3,7,100.0
Good,74,123,1,52.0,23,0,0,100.0,-7,7,8,24,3,33.0,5,0,0,38.0,43.0,4,5,1,75.0
Bad,60,107,7,51.0,24,0,0,100.0,-7,7,8,24,1,42.0,0,3,3,64.0,50.0,8,3,5,79.0
Bad,57,385,9,81.0,26,0,0,85.0,2,4,6,28,1,23.0,8,0,0,73.0,84.0,5,2,2,58.0
Good,71,303,3,116.0,20,0,0,86.0,20,6,6,21,1,24.0,2,1,1,43.0,20.0,4,2,0,75.0
Good,90,179,13,86.0,12,0,0,100.0,-7,7,8,12,0,25.0,0,4,4,0.0,-8.0,2,1,0,50.0
Bad,73,273,5,100.0,23,2,2,88.0,37,6,2,25,2,46.0,0,0,0,0.0,82.0,1,2,0,50.0
Bad,77,154,1,47.0,22,0,0,100.0,-7,7,8,24,2,30.0,18,0,0,12.0,36.0,2,2,1,71.0
Good,62,220,3,79.0,12,0,0,93.0,10,4,6,15,1,21.0,3,1,1,93.0,-8.0,4,1,3,83.0
Good,77,147,3,72.0,29,0,0,93.0,52,6,6,30,3,37.0,0,2,2,31.0,74.0,3,4,0,70.0
Good,84,128,7,81.0,13,0,0,100.0,-7,7,8,14,1,7.0,0,3,3,0.0,93.0,1,1,0,33.0
Good,62,323,1,104.0,14,7,7,100.0,-7,0,8,24,2,18.0,0,1,1,4.0,100.0,3,1,0,36.0
Bad,58,42,2,24.0,17,0,0,100.0,-7,7,8,18,2,50.0,0,7,7,90.0,74.0,5,5,1,100.0
Good,89,169,10,109.0,14,0,0,100.0,-7,7,8,15,1,27.0,21,0,0,37.0,-8.0,1,-8,0,33.0
Good,89,396,15,129.0,15,0,0,100.0,-7,7,8,15,0,13.0,-8,0,0,3.0,-8.0,2,1,0,33.0
Bad,84,97,1,47.0,36,0,0,100.0,-7,5,7,39,1,5.0,-7,1,1,3.0,-8.0,4,1,0,26.0
Bad,64,195,5,52.0,30,0,0,100.0,-7,7,8,30,5,33.0,0,4,3,75.0,-8.0,5,2,2,50.0
Good,64,280,2,129.0,9,3,2,69.0,8,1,3,13,1,15.0,4,1,1,37.0,44.0,6,1,1,70.0
Good,63,309,36,112.0,17,2,1,68.0,7,2,4,19,0,16.0,0,1,1,54.0,-8.0,5,1,2,67.0
Bad,63,158,1,34.0,9,1,1,91.0,-8,6,6,11,3,55.0,0,2,2,81.0,94.0,3,3,1,86.0
Bad,63,257,6,90.0,28,0,0,93.0,2,4,6,29,4,14.0,0,5,5,60.0,87.0,3,3,1,60.0
Bad,65,209,20,99.0,20,6,2,79.0,3,0,2,30,0,50.0,0,1,1,27.0,54.0,4,9,0,81.0
Good,66,150,10,69.0,17,1,0,90.0,9,3,5,23,2,39.0,3,1,1,33.0,81.0,2,2,0,50.0
Good,79,245,6,100.0,35,0,0,100.0,-7,7,8,37,1,43.0,4,1,1,18.0,61.0,6,4,0,71.0
Good,64,31,3,14.0,6,0,0,100.0,-7,7,8,6,2,17.0,0,2,2,68.0,-8.0,5,1,1,100.0
Good,70,259,3,47.0,21,0,0,100.0,-7,7,8,21,5,19.0,2,2,2,55.0,-8.0,1,3,1,80.0
Bad,58,470,7,146.0,5,1,1,83.0,1,0,2,6,1,0.0,0,0,0,36.0,-8.0,3,-8,-8,75.0
Good,83,83,22,80.0,7,0,0,100.0,-7,7,8,11,0,29.0,2,1,1,30.0,43.0,2,1,0,75.0
Good,84,126,7,66.0,49,0,0,100.0,-7,7,8,49,1,57.0,0,0,0,0.0,82.0,1,4,0,56.0
Good,88,433,6,138.0,21,0,0,96.0,76,6,6,23,2,74.0,0,4,4,0.0,93.0,2,2,0,57.0
Bad,75,160,4,57.0,30,0,0,100.0,-7,7,8,31,5,55.0,0,2,2,7.0,85.0,3,9,0,86.0
Bad,67,160,11,67.0,23,0,0,100.0,-7,7,8,23,1,43.0,0,0,0,76.0,88.0,5,4,3,75.0
Bad,65,157,6,44.0,13,1,0,93.0,30,6,5,14,4,36.0,4,1,1,23.0,80.0,3,2,-8,67.0
Good,62,437,10,154.0,15,1,0,67.0,4,4,5,18,1,11.0,-7,1,1,27.0,-8.0,7,1,1,69.0
Good,67,147,2,62.0,32,1,1,94.0,7,1,3,34,4,47.0,7,0,0,34.0,94.0,5,4,0,64.0
Good,81,342,16,129.0,14,1,1,94.0,50,6,2,18,0,39.0,-8,0,0,2.0,14.0,1,3,0,100.0
Good,83,202,10,98.0,22,3,1,88.0,34,6,4,25,2,24.0,1,1,1,6.0,83.0,4,2,0,50.0
Good,63,193,3,66.0,24,0,0,83.0,7,4,6,24,2,8.0,-7,0,0,70.0,100.0,5,1,2,78.0
Good,81,208,4,79.0,16,0,0,100.0,-7,7,8,16,2,31.0,7,0,0,22.0,77.0,2,3,0,63.0
Good,75,268,8,73.0,14,0,0,87.0,47,6,6,15,1,27.0,-7,1,1,15.0,20.0,4,2,1,67.0
Good,85,109,35,73.0,4,0,0,100.0,-7,7,8,5,0,0.0,-7,1,0,2.0,-8.0,1,-8,0,33.0
Good,78,167,0,72.0,46,0,0,98.0,78,6,6,49,3,41.0,0,4,4,13.0,60.0,7,8,1,75.0
Bad,54,131,10,72.0,9,1,1,67.0,1,4,3,12,2,25.0,0,3,3,91.0,-8.0,1,1,1,50.0
Bad,62,78,3,43.0,22,0,0,100.0,-7,7,8,24,3,5.0,-7,5,4,51.0,-8.0,11,-8,3,86.0
Bad,80,263,3,79.0,30,0,0,100.0,-7,7,8,30,2,43.0,1,3,3,9.0,90.0,3,2,1,38.0
Bad,74,204,14,88.0,51,0,0,100.0,-7,7,8,64,0,40.0,-7,0,0,34.0,53.0,6,9,1,75.0
Bad,56,223,9,71.0,21,0,0,90.0,0,4,6,22,2,43.0,-7,2,2,87.0,51.0,5,3,2,100.0
Bad,56,113,26,70.0,7,6,4,50.0,4,0,2,13,0,58.0,0,1,1,0.0,-8.0,0,1,-8,50.0
Good,87,302,14,151.0,20,0,0,100.0,-7,7,8,20,0,30.0,0,0,0,18.0,-8.0,3,2,0,50.0
Bad,70,226,5,74.0,22,0,0,91.0,66,6,6,22,1,32.0,-7,0,0,61.0,94.0,5,2,2,64.0
Good,84,245,5,103.0,17,0,0,100.0,-7,7,8,17,3,24.0,0,1,1,16.0,37.0,1,2,0,30.0
Good,79,192,16,88.0,19,0,0,100.0,-7,7,8,20,0,45.0,0,2,2,47.0,-8.0,1,-8,1,20.0
Good,64,147,1,56.0,19,0,0,91.0,3,4,6,23,3,36.0,1,3,3,34.0,-8.0,3,2,0,63.0
Good,82,268,2,63.0,40,0,0,100.0,-7,7,8,36,4,7.0,6,0,0,6.0,-8.0,4,-8,0,25.0
Bad,57,90,3,51.0,35,0,0,100.0,-7,7,8,35,6,40.0,-7,2,2,68.0,75.0,6,4,4,71.0
Bad,75,337,5,115.0,27,0,0,89.0,7,4,6,27,1,37.0,11,0,0,3.0,3.0,2,2,0,42.0
Bad,66,188,8,70.0,22,1,1,92.0,8,4,4,25,1,52.0,0,0,0,76.0,73.0,5,4,4,90.0
Good,63,41,15,103.0,17,0,0,88.0,4,4,6,10,0,29.0,-7,1,1,36.0,-8.0,2,1,2,43.0
Bad,70,319,18,160.0,6,1,0,86.0,7,3,5,7,0,71.0,7,0,0,16.0,-8.0,1,1,0,100.0
Good,71,-8,1,91.0,15,0,0,94.0,-8,6,6,0,4,44.0,9,0,0,60.0,80.0,4,4,3,80.0
Good,87,390,4,117.0,25,0,0,100.0,-7,7,8,26,2,42.0,0,4,4,3.0,-8.0,3,1,0,44.0
Bad,66,194,4,78.0,3,2,2,75.0,55,6,3,4,1,0.0,0,0,0,76.0,-8.0,4,-8,0,100.0
Bad,71,237,9,45.0,24,0,0,100.0,-7,7,8,50,3,25.0,-7,3,3,32.0,73.0,5,4,1,53.0
Bad,62,80,2,47.0,24,0,0,96.0,59,6,6,25,1,48.0,0,0,0,73.0,113.0,5,5,2,91.0
Good,58,170,11,80.0,14,4,0,72.0,6,3,5,21,2,44.0,-7,0,0,65.0,68.0,3,4,0,100.0
Good,86,249,13,108.0,21,0,0,100.0,-7,7,8,21,0,29.0,13,0,0,4.0,28.0,5,1,0,55.0
Good,72,244,16,138.0,10,4,4,60.0,38,6,3,2,0,33.0,-8,0,0,19.0,-8.0,3,-8,0,60.0
Bad,65,116,10,37.0,14,1,1,93.0,72,6,2,15,1,13.0,0,2,2,52.0,-8.0,3,1,2,56.0
Good,86,153,7,88.0,15,0,0,100.0,-7,7,8,15,1,27.0,-7,0,0,5.0,-8.0,2,1,0,43.0
Good,61,181,20,65.0,21,0,0,95.0,16,6,6,21,0,29.0,-7,2,2,86.0,85.0,4,2,3,54.0
Good,70,340,3,60.0,28,0,0,96.0,81,6,6,34,4,25.0,1,1,1,39.0,61.0,6,3,2,50.0
Good,69,175,6,56.0,17,2,1,90.0,11,4,5,20,3,55.0,1,1,1,16.0,92.0,3,8,0,73.0
Good,76,78,3,70.0,23,0,0,100.0,-7,7,8,2,5,8.0,0,2,2,76.0,-8.0,5,-8,2,56.0
Good,75,231,7,83.0,28,2,2,97.0,78,6,6,30,2,77.0,1,1,1,10.0,73.0,2,3,0,63.0
Good,75,129,18,64.0,28,0,0,100.0,-7,7,8,28,0,25.0,0,0,0,59.0,-8.0,2,5,1,58.0
Good,80,215,2,121.0,40,0,0,98.0,47,6,6,26,6,11.0,2,3,3,1.0,81.0,5,4,0,35.0
Good,68,132,2,52.0,23,3,3,88.0,64,6,6,24,6,54.0,-7,1,1,24.0,39.0,4,3,0,70.0
Bad,72,140,25,52.0,22,0,0,100.0,-7,7,8,22,0,27.0,9,0,0,90.0,6.0,7,2,5,82.0
Bad,63,349,4,111.0,34,0,0,97.0,16,6,6,35,1,6.0,19,0,0,83.0,-8.0,18,1,12,91.0
Good,75,364,12,123.0,43,0,0,98.0,24,6,6,43,0,26.0,2,1,1,1.0,31.0,7,2,1,45.0
Bad,58,91,4,41.0,31,0,0,100.0,-7,7,8,32,5,56.0,0,1,1,71.0,90.0,13,4,4,100.0
Good,84,174,3,92.0,17,0,0,100.0,-7,7,8,18,1,53.0,0,11,10,6.0,-8.0,2,4,0,86.0
Good,83,-8,2,114.0,21,0,0,100.0,-7,7,8,0,2,36.0,-7,1,1,27.0,91.0,4,2,0,100.0
Good,81,253,13,114.0,15,0,0,87.0,9,4,6,15,0,0.0,0,1,1,8.0,-8.0,1,-8,0,17.0
Good,90,-8,1,119.0,19,0,0,95.0,-7,5,7,0,1,19.0,-8,0,0,7.0,24.0,3,2,0,56.0
Bad,56,44,2,24.0,12,3,2,88.0,11,4,3,17,4,29.0,0,11,11,9.0,96.0,1,3,1,33.0
Bad,61,189,5,101.0,18,0,0,83.0,6,4,6,18,1,39.0,0,4,4,60.0,-8.0,4,1,1,71.0
Good,80,138,1,52.0,11,0,0,100.0,-7,7,8,12,2,25.0,0,2,2,32.0,87.0,1,2,-8,75.0
Bad,72,113,10,77.0,21,5,5,73.0,36,6,2,26,1,15.0,0,2,2,4.0,-8.0,2,1,0,60.0
Bad,59,170,2,69.0,40,1,0,87.0,4,3,5,46,5,41.0,0,0,0,38.0,54.0,11,5,3,77.0
Good,75,195,10,84.0,19,0,0,100.0,-7,7,8,19,1,16.0,7,0,0,33.0,-8.0,3,-8,1,75.0
Bad,77,123,2,46.0,16,0,0,100.0,-7,7,8,17,5,47.0,-7,2,2,18.0,87.0,3,4,-8,64.0
Bad,74,-8,17,70.0,34,0,0,97.0,31,6,6,0,0,47.0,3,1,1,14.0,26.0,5,5,1,71.0
Bad,73,118,6,41.0,26,2,1,96.0,77,6,5,27,5,56.0,5,0,0,40.0,47.0,4,3,1,88.0
Good,63,232,2,103.0,14,2,2,88.0,21,6,4,17,1,6.0,1,4,4,11.0,-8.0,1,-8,0,17.0
Bad,56,125,4,47.0,10,0,0,83.0,3,4,6,12,1,17.0,0,1,1,85.0,-8.0,4,1,4,71.0
Good,67,152,3,37.0,23,1,1,96.0,64,6,2,24,3,25.0,-7,1,1,40.0,49.0,11,3,1,78.0
Bad,57,321,4,105.0,37,0,0,84.0,0,4,6,38,2,50.0,0,0,0,76.0,79.0,13,4,4,90.0
Good,88,330,2,93.0,18,0,0,100.0,-7,7,8,19,1,32.0,0,1,1,3.0,99.0,6,1,0,64.0
Bad,65,156,7,42.0,11,2,2,100.0,-7,6,8,11,2,55.0,0,1,1,59.0,29.0,5,2,3,100.0
Good,84,172,3,72.0,39,0,0,100.0,-7,7,8,42,2,43.0,18,0,0,1.0,98.0,3,3,0,55.0
Bad,71,154,1,62.0,7,0,0,90.0,1,4,6,27,2,40.0,-7,3,2,14.0,-8.0,3,1,0,80.0
Bad,60,181,8,60.0,32,1,1,97.0,21,6,6,32,1,16.0,0,1,1,75.0,79.0,11,2,9,87.0
Good,88,397,13,122.0,26,0,0,100.0,-7,7,8,26,0,0.0,0,0,0,9.0,-8.0,4,-8,0,20.0
Good,76,128,3,47.0,32,0,0,100.0,-7,7,8,32,3,22.0,0,3,3,16.0,42.0,7,2,1,64.0
Bad,61,316,1,87.0,38,0,0,93.0,2,4,6,40,3,58.0,0,2,2,78.0,71.0,5,6,4,73.0
Good,86,279,9,115.0,16,0,0,94.0,59,6,6,16,1,13.0,0,3,3,5.0,-8.0,1,-8,0,20.0
Bad,60,383,1,57.0,26,0,0,96.0,62,6,6,29,6,25.0,1,2,2,48.0,99.0,8,2,3,91.0
Bad,73,134,1,33.0,3,1,1,86.0,29,6,3,7,3,29.0,0,2,2,5.0,-8.0,2,1,1,75.0
Good,71,207,6,187.0,22,0,0,100.0,-7,7,8,3,1,23.0,0,2,2,79.0,95.0,10,1,7,100.0
Bad,74,183,5,77.0,11,1,1,92.0,70,6,3,12,2,17.0,-7,1,1,58.0,26.0,6,1,0,78.0
Good,81,133,15,63.0,20,0,0,100.0,-7,7,8,20,0,35.0,11,0,0,5.0,-8.0,1,1,0,25.0
Good,87,65,17,71.0,10,0,0,100.0,-7,7,8,8,0,40.0,-7,0,0,12.0,-8.0,4,1,0,83.0
Bad,55,159,5,76.0,14,3,1,63.0,0,0,2,19,2,47.0,0,0,0,45.0,46.0,2,4,0,100.0
Bad,66,100,5,56.0,13,2,0,71.0,39,6,5,17,2,41.0,0,4,1,39.0,82.0,2,2,1,57.0
Bad,66,375,16,183.0,21,1,0,83.0,4,3,5,23,0,52.0,0,3,3,24.0,-8.0,3,2,0,100.0
